# fichier "propagation"
#tom, temps(s), pourcentage de recouvrement

0		0.009		100
1		0.008		100
2		0.010		100
3		0.011		100
4		0.015		100
5		0.010		100
6		0.013		100
7		0.010		100
8		0.011		100
9		0.030		100
10		0.030		100
11		0.011		0
12		0.010		84
13		0.015		99
14		0.013		95
15		0.011		38
16		0.018		12
